when,record_id,image_id,field,old_value,new_value,result
2026-09-03T13:04:26,rec28if2R44Dbw25C,ESM-00999,Metadata Attached,False,True,ok
2026-09-03T13:04:26,recXDT0RhYRMkt68h,ESM-01119,Metadata Attached,False,True,ok
2026-09-03T13:04:26,recLKQs2QI4EgiPRH,ESM-01312,Metadata Attached,False,True,ok
2026-09-03T13:04:26,recJ0VEIQKyWH2Nee,ESM-01565,Metadata Attached,False,True,ok
2026-09-03T13:04:26,recqhgDPoImYJIHWI,NYE-01337,Metadata Attached,False,True,ok
2026-09-03T13:04:26,receQts4br4xC0yhm,NYE-01342,Metadata Attached,False,True,ok
2026-09-03T13:04:26,recBsyFYBPUG9Dx4E,NYE-02123,Metadata Attached,False,True,ok
2026-09-03T13:04:26,recmTgfsnQzs357lk,ST-00406,Metadata Attached,False,True,ok
2026-09-03T13:04:26,recusyPAsaP1Z3vf0,ST-02595,Metadata Attached,False,True,ok
2026-09-03T13:04:26,rec62NqcQj2Hwlyhp,WA-12367,Metadata Attached,False,True,ok
2026-09-03T13:16:44,recJJSDNVD4hGvMCz,CL-00560,Keywords,,"Fire; Ruins from Fire; Building Exterior; Las Vegas, NV; Clark County, NV; Nevada Historical Society",ok
2026-09-03T13:16:44,recJJSDNVD4hGvMCz,CL-00560,Source URL,,https://nevadahistory.pastperfectonline.com/photo/BFD05492-AA45-4117-96C0-384383052041,ok
2026-09-03T13:16:44,reccCwX1Opz7VXFLq,ED-00039,Keywords,,Fire; Building Fire; Grammar School; Nevada Historical Society,ok
2026-09-03T13:16:44,recHOwgrZuIWMWaWV,EF-01708,Keywords,,Fire; Building Fire; Nevada Historical Society,ok
2026-09-03T13:16:44,rec1EIXWJJOEA4r53,EF-01925,Keywords,,"Fire; Ruins from Fire; Goldfield, NV; Nevada Historical Society",ok
2026-09-03T13:16:44,recgYvOLqtot8QyGu,ELKO-00920,Keywords,,Fire; Building Fire; Grammar School; Nevada Historical Society,ok
2026-09-03T13:16:44,rec28if2R44Dbw25C,ESM-00999,Keywords,,"Fire; Mill; Mines; Goldfield, NV; Steam / Smoke; Nevada Historical Society",ok
2026-09-03T13:16:44,rec28if2R44Dbw25C,ESM-00999,Source URL,,https://nevadahistory.pastperfectonline.com/photo/B5502C18-9440-4D08-8828-331058393749,ok
2026-09-03T13:16:44,recXDT0RhYRMkt68h,ESM-01119,Keywords,,"Fire; Goldfield, NV; Steam / Smoke; Nevada Historical Society",ok
2026-09-03T13:16:44,recXDT0RhYRMkt68h,ESM-01119,Source URL,,https://nevadahistory.pastperfectonline.com/photo/DA7218F6-B342-4E5F-A87D-195767821272,ok
2026-09-03T13:16:44,recLKQs2QI4EgiPRH,ESM-01312,Keywords,,"Fire; Mines; Mine Buildings; Goldfield, NV; Nevada Historical Society",ok
2026-09-03T13:16:44,recLKQs2QI4EgiPRH,ESM-01312,Source URL,,https://nevadahistory.pastperfectonline.com/photo/FDF02CF0-8350-47E0-B78E-193389472056,ok
2026-09-03T13:16:44,recJ0VEIQKyWH2Nee,ESM-01565,Keywords,,"Fire Department; Fire Wagon; Banks; Horses; Goldfield, NV; Nevada Historical Society",ok
2026-09-03T13:16:44,recqhgDPoImYJIHWI,NYE-01337,Keywords,,"Fire Department; Horses; Tonopah, NV; Nevada Historical Society",ok
2026-09-03T13:16:44,recqhgDPoImYJIHWI,NYE-01337,Source URL,,https://nevadahistory.pastperfectonline.com/photo/B41DD6A6-36DB-47AF-BE08-333656808482,ok
