archive,catalog_id,title_caption,source_url,topic,script_pages,downloaded,in_lightroom,metadata_attached,archive_filename,keywords
UNLV Special Collections,pho006099,Kids outside church (1910 to 1919),https://special.library.unlv.edu/ark:/62930/d1dr2p837,1907 ordinances / Fire Dept / Sam Gay / churches,,Yes,Yes,Yes,,
UNLV Special Collections,pho012890,Saloon with burros (1905),https://special.library.unlv.edu/ark:/62930/d1057ct9w,1911 incorporation campaign / respectable town,,Yes,Yes,Yes,,
UNLV Special Collections,pho025125,"Interiors, Caliente (Saloon keepers)",,,,,,,,
UNLV Special Collections,pho019918,"Helen Hackett, Rose Valley School, Lincoln County, Nevada, 1931",http://n2t.net/ark:/62930/d1057cx1c,,,,,,,
UNLV Special Collections,pho013067,pho013067,,,,,Yes,,,School; Panaca; Nevada
Internet Archive / California Revealed,csfcp_000063,Goldfield-Rawhide NV 1904-1909 photo album (incl. 1905 and 1908 fire photos),https://archive.org/details/csfcp_000063,P.51-54,,,,,,
UNLV Special Collections,pho013953,Hospital tent (1904 to 1906),https://special.library.unlv.edu/ark:/62930/d1697008b,"Fires (ice plant 1907, general)",,Yes,Yes,Yes,,
UNLV Special Collections,pho033453,Early wood bank building (1900 to 1939),https://special.library.unlv.edu/ark:/62930/d1901zx92,"Fires (ice plant 1907, general)",,,Yes,,,
UNLV Special Collections,pho006091,Ice plant (1905 to 1920),https://special.library.unlv.edu/ark:/62930/d1fq9q53x,"Fires (ice plant 1907, general)",,Yes,Yes,Yes,,
UNLV Special Collections,pho006293,Ice plant intact (1905 to 1907),https://special.library.unlv.edu/ark:/62930/d1gm81p0t,"Fires (ice plant 1907, general)",,Yes,Yes,Yes,,
UNLV Special Collections,pho013214,Clark's Forwarding (1900 to 1939),https://special.library.unlv.edu/ark:/62930/d14746t27,"Fires (ice plant 1907, general)",,Yes,Yes,Yes,,
UNLV Special Collections,pho031198,Rainstorm/flood (1910 (approx) to 1930 (approx)),https://special.library.unlv.edu/ark:/62930/d1hm52x2h,1909-10 flood,,Yes,Yes,Yes,,
UNLV Special Collections,pho031199,Rainstorm/flood (1910 (approx) to 1930 (approx)),https://special.library.unlv.edu/ark:/62930/d1cv4c39n,1909-10 flood,,Yes,Yes,Yes,,
Library of Congress,2016864143,"Tasker Oddie, Governor of Nevada, portrait, 1912, Standing",https://lccn.loc.gov/2016864143,P.156,,Yes,Yes,Yes,,
Library of Congress (HABS),nv0072,"Old Lincoln County Courthouse (Million Dollar Courthouse), Pioche, NV",https://www.loc.gov/item/nv0072/,P.67,,Yes,Yes,Yes,,
Town of Tonopah,TNV006,"Nye County Courthouse, Tonopah, NV, 1910",https://www.tonopahnevada.com/tonopah-historic-photos/,P.67,,Yes,Yes,Yes,,
UNLV Special Collections,pho018500,"Aerial photograph of Pioche, Nevada, 1870-1889 (Million Dollar Courthouse visible)",http://n2t.net/ark:/62930/d1445hg77,,,Yes,Yes,Yes,,
UNLV Special Collections,pho019910,"U.S. Senator William A. Clark from Montana, undated",http://n2t.net/ark:/62930/d1154dt1m,,,Yes,Yes,Yes,,
UNLV Special Collections,pho019911,"Governor Emmett D. Boyle of Nevada signing resolution for the Nineteenth Amendment, 1920 February 07",http://n2t.net/ark:/62930/d1wd3q561,,,Yes,Yes,Yes,,
UNLV Special Collections,pho025999,"Photograph of Clark County Courthouse, Las Vegas (Nev.) -- close view, circa 1900-1925 [Sunnie Gillette Photograph Collection]. See also pho025998 (other courthouse views).",http://n2t.net/ark:/62930/d16q1wf2w,,,Yes,Yes,Yes,,
UNLV Special Collections,pho006301,"Slide of the first Clark County Courthouse, Las Vegas, circa early 1910s",http://n2t.net/ark:/62930/d1fn10s04,,,Yes,Yes,Yes,,
UNLV Special Collections,pho021842,"Photograph of Senator William A. Clark, circa 1890s [Junior League of Las Vegas Photograph Collection]",http://n2t.net/ark:/62930/d1hd7nz0q,,,Yes,Yes,Yes,,
UNLV Special Collections,pho023367,"Photograph of Lincoln County Court House, Pioche (Nev.), 1872 -- POST NO BILLS signage [Campbell Family Photograph Collection]",http://n2t.net/ark:/62930/d10z7128b,Lincoln Co. courthouse / Clark County debt,,Yes,Yes,Yes,,
UNLV Special Collections,pho006104,"Construction of courthouse, 1914, men in hats",,,,,,,,
UNLV Special Collections,PH-00001,Senator Clark's RR car,,,,,,,,
Wikimedia Commons,177247046,"Denver S. Dickerson, Governor of Nevada, portrait, c. 1908-1910","https://commons.wikimedia.org/wiki/File:Denver_S._Dickerson,_c._1908-1910.jpg",P.104,,Yes,,Yes,,
Library of Congress,00694211,"Freight train (Edison film, video), 1898",https://lccn.loc.gov/00694211,P.23,,,Yes,,,
UNLV Special Collections,snv002501,Wagon train / 16-horse team passing Las Vegas Bank & Trust (1905),https://special.library.unlv.edu/ark:/62930/d19w09d16,1905 Land Auction / Founding,,Yes,Yes,Yes,,
UNLV Special Collections,pho017616,Von Tobel inspecting supply wagon (Unknown year in the decade of the 1900s),https://special.library.unlv.edu/ark:/62930/d1st7f136,Squires / early businessmen,,Yes,Yes,Yes,,
UNLV Special Collections,pho023871,"Photograph of horsemen at the Newman House, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d11c1tn18,"Manual Additions (pasted by user, 7:45pm Aug 26)",,Yes,Yes,Yes,,
UNLV Special Collections,hln000175,hln000175,,,,,Yes,,,Las Vegas Valley; Sunrise; Frenchman; Mountains; Mormon Fort
Library of Congress (Chronicling America),sn86076141_1910-01-01,"Las Vegas Age newspaper, front page, January 1, 1910",https://www.loc.gov/resource/sn86076141/1910-01-01/ed-1/?sp=1,P.120-121,,Yes,Yes,Yes,,
Newspaper,The_Pomona_Daily_Review_1905_06_20_4,The Pomona Daily Review 1905 06 20 4,,,,,Yes,,,
Newspaper,Los_Angeles_Evening_Express_1905_06_27_11,Los Angeles Evening Express 1905 06 27 11,,,,,Yes,,,
Newspaper,Los_Angeles_Evening_Express_1905_05_17_9,Los Angeles Evening Express 1905 05 17 9,,,,,Yes,,,
Newspaper,Los_Angeles_Evening_Express_1905_07_17_2,Los Angeles Evening Express 1905 07 17 2.,,,,,Yes,,,
Newspaper,Los_Angeles_Evening_Express_1905_05_18_2,Los Angeles Evening Express 1905 05 18 2,,,,,Yes,,,
Newspaper,The_Los_Angeles_Times_1905_05_12_28,The Los Angeles Times 1905 05 12 2,,,,,Yes,,,
Newspaper,The_Los_Angeles_Times_1905_05_29_5,The Los Angeles Times 1905 05 29 5,,,,,Yes,,,
Newspaper,Los_Angeles_Herald_1905_05_28_Page_4,Los Angeles Herald 1905 05 28 Page 4,,,,,Yes,,,
Newspaper,The_Los_Angeles_Times_1905_06_04_50,The Los Angeles Times 1905 06 04 50,,,,,Yes,,,
Newspaper,The_Los_Angeles_Times_1905_05_13_11,The Los Angeles Times 1905 05 13 11,,,,,Yes,,,
Newspaper,Deseret_News_1905_05_12_Page_8,Deseret News 1905 05 12 Page 8,,,,,Yes,,,
Newspaper,The_Los_Angeles_Times_1905_06_11_53,The Los Angeles Times 1905 06 11 53,,,,,Yes,,,
Newspaper,The_Los_Angeles_Times_1905_06_06_19,The Los Angeles Times 1905 06 06 19,,,,,Yes,,,
Newspaper,Salt_Lake_Telegram_1905_06_12_15,Salt Lake Telegram 1905 06 12 15,,,,,Yes,,,
Newspaper,The_Salt_Lake_Tribune_1905_05_14_Page_23,The Salt Lake Tribune 1905 05 14 Page 23,,,,,Yes,,,
Newspaper,Salt_Lake_Telegram_1905_05_02_1,Salt Lake Telegram 1905 05 02 1,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_01_14_4,Las Vegas Age 1911 01 14 4,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_04_29_4,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_04_08_10,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_13_4,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_09_16_8,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_27_4,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_09_09_8,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_09_09_4,,,,,,Yes,,,
Newspaper,The_San_Diego_Sun_1911_07_06_1,,,,,,Yes,,,
Newspaper,Pasadena_Star_News_1911_07_06_1,,,,,,Yes,,,
Newspaper,The_Tacoma_Times_1911_07_06_Page_1,,,,,,Yes,,,
Newspaper,St_Albans_Daily_Messenger_1911_12_19_7,,,,,,Yes,,,
Newspaper,St_Albans_Weekly_Messenger_1911_12_21_8,,,,,,Yes,,,
Newspaper,The_Oregon_Daily_Journal_1911_07_06_10,,,,,,Yes,,,
Newspaper,The_Fairbury_Blade_1911_08_04_1,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_02_25_5,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_06_4,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_01_14_5,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_04_29_1,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_03_04_5,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_04_29_5,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_01_07_4,Las Vegas Age 1911 01 07 4.,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_01_07_5,Las Vegas Age 1911 01 07 5,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_01_07_8,Las Vegas Age 1911 01 07 8,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_01_14_8,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_09_16_1,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_09_16_2,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_09_16_5,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_09_16_7,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_09_09_2,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_09_09_5,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_09_09_7,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_06_1,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_06_2,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_06_5,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_06_8,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_13_1,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_13_2,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_13_5,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_13_8,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_27_1,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_27_5,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_05_27_8,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_01_07_1,Las Vegas Age 1911 01 07 1,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_01_07_3,Las Vegas Age 1911 01 07 3,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_01_14_3,Las Vegas Age 1911 01 14 3,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_02_25_4,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_02_25_7,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_02_25_8,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_03_04_1,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_03_04_8,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_04_08_1,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_04_08_4,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_04_08_5,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_04_15_1,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_04_15_4,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_04_15_5,,,,,,Yes,,,
Newspaper,Las_Vegas_Age_1911_04_29_8,,,,,,Yes,,,
Private Source (robertgavora.com),,"Postcards of a flood 1910, Nevada (different place - ignore for Squires project)",https://www.robertgavora.com/pages/books/54905/result-reese-river-nevada-flood-1910-nevada-central-railway-seven-photographic-postcards,,(ignore per sheet note),,,,,
UNLV Special Collections,pho007102,"Stewart Ranch, Las Vegas, postcard (1900 to 1939)",https://special.library.unlv.edu/ark:/62930/d1tb0xv61,1905 Land Auction / Founding,,Yes,Yes,Yes,,
UNLV Special Collections,pho020567,"Postcard of Tonopah Belmont Development Company's mine and mill, Tonopah (Nev.), September 18, 1912",https://special.library.unlv.edu/ark:/62930/d1ht2gg9z,Ed Clark / mining-town boom / Lincoln County,,Yes,Yes,Yes,,
UNLV Special Collections,snv000843,"Postcard of Robert ""Spud"" Lake with men and horse-drawn wagons, Las Vegas (Nev.), December, 1914",https://special.library.unlv.edu/ark:/62930/d1qv3cj0v,Ed Clark / mining-town boom / Lincoln County,,Yes,Yes,Yes,,
UNLV Special Collections,hln000440,"Photograph of swimmers at Lorenzi Park pool, circa 1931 [Elton and Madelaine Garrett Photograph and Architectural Drawing Collection (PH-00265)]",http://n2t.net/ark:/62930/d16q1wg68,,,Yes,Yes,,,Water; Pool; Diving Board
Unidentified (needs repository verification),churchseries22_2835,"Hand-tinted postcard No. 5010, ""Mill Street, Reno, Nevada."" Street scene, early 1900s-1910s. Filename suggests UNR Special Collections (James Edward Church Papers, Series 22) but source page unconfirmed (site requires captcha) -- also note: depicts Reno, not Las Vegas",,,,Yes,Yes,Yes,,
,"Pile of lumber by RR tracks, cheat:close ups","Reno Mill and Lumber Company, Eveleth",,,,,,,,
,Reno Mill and Lumber Company,Reno Mill and Lumber Company,,,,,Yes,,,
California Historical Society / USC Digital Library,CHS-20325,"View of the Chollar mine dump in Gold Hill, Nevada, ca. 1900 (re-downloaded at higher resolution, 1200x964)",https://digitallibrary.usc.edu/asset-management/2A3BF14KCN8?FR_=1&W=1092&H=597,P.51,,Yes,Yes,Yes,,
UNLV Special Collections,pho018545,Miners/people (1908-10-11),https://special.library.unlv.edu/ark:/62930/d1g73774q,Ed Clark / mining-town boom / Lincoln County,,,Yes,,,
UNLV Special Collections,pho023877,"Photograph of mine tailings, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d17s7hz68,"Manual Additions (pasted by user, 7:45pm Aug 26)",,Yes,Yes,Yes,,
UNLV Special Collections,pho023878,"Photograph of mines, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1445hj55,"Manual Additions (pasted by user, 7:45pm Aug 26)",,Yes,Yes,Yes,,
UNLV Special Collections,pho023880,"Photograph of hillside mines, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1vm4336t,"Manual Additions (pasted by user, 7:45pm Aug 26)",,Yes,Yes,,,
UNLV Special Collections,pho023879,"Photograph of mines, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d10c4sr2h,"Manual Additions (pasted by user, 7:45pm Aug 26)",,Yes,Yes,Yes,,
UNLV Special Collections,pho023882,"Photograph of a mill, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1m32ng68,"Manual Additions (pasted by user, 7:45pm Aug 26)",,Yes,Yes,Yes,,
UNLV Special Collections,pho014113,Miners/People (Pho014113-002),,,,,,,,
Library of Congress,2016860954,"Tasker Oddie, Senator, portrait",https://lccn.loc.gov/2016860954,P.156,,Yes,Yes,Yes,,
Library of Congress,cph.3b04506,"William Andrews Clark, 1839-1925 (bust portrait, 1917) [LC-USZ62-56672] -- onsite access only, not downloadable",https://loc.gov/pictures/resource/cph.3b04506/,,,,,,,
Library of Congress,cph.3a36791,"[Senator William A. Clark (D-Montana), 1839-1925, head-and-shoulders portrait] [LC-USZ62-36382] -- onsite access only, not downloadable",https://loc.gov/pictures/resource/cph.3a36791/,,,,,,,
UNLV Special Collections,pho033930-002,"People in a wagon in the woods, Mt. Charleston",https://special.library.unlv.edu/ark%3A/62930/d1028sc3g,,"general ref, no clear page",Yes,Yes,,,"People; Mt. Charleston, NV; Horses; Camping; Mt. Charleston; Family; Wagon; Wilson and Park Families; Woods"
UNLV Special Collections,pho033930,Wilson and Park families camping near Mt. Charleston (Album 4),https://special.library.unlv.edu/ark%3A/62930/d11834f8d,,"general ref, no clear page",,Yes,,,
UNLV Special Collections,pho033930-003,Woman near the tent,https://special.library.unlv.edu/ark%3A/62930/d1v982r0f,,"general ref, no clear page",Yes,,,,Women; Camping
UNLV Special Collections,hln000066,"Photograph of people camped on the Colorado River in the Vegas Wash, 1910",https://special.library.unlv.edu/ark:/62930/d18g8jh0j,Squires / early businessmen,,Yes,Yes,Yes,,
UNLV Special Collections,pho020232,2 women in hats (1909 to 1911),https://special.library.unlv.edu/ark:/62930/d1dr2pd50,1911 incorporation campaign / respectable town,,,Yes,,,
UNLV Special Collections,pho014116,People w/train (Pho014116-006-02),,,,,Yes,,,
UNLV Special Collections,pho007164,pho007164,,,,,Yes,,,William Stewart; Will; portrait; Stewart
UNLV Special Collections,pho007182,pho007182,,,,,Yes,,,Stewart; Family
UNLV Special Collections,pho018485,pho018485,,,,,Yes,,,Men; Miners Arms; Saloon; Zither; Glass Windows; Ales; Wines; Spirits
UNLV Special Collections,pho014315,pho014315,,,,,Yes,,,Old Ranch; Earl; Floyd; Portrait
UNLV Special Collections,pho021428-005,pho021428 005,,,,,Yes,,,portrait; woman; friend; lottie wengert
UNLV Special Collections,pho021428-010,pho021428 010,,,,,Yes,,,Portrait; Woman; Lottie Wengert
UNLV Special Collections,pho021428-014,pho021428 014,,,,,Yes,,,Portrait; Woman; Esther; Lottie Wengert
UNLV Special Collections,pho021428-013,pho021428 013,,,,,Yes,,,Portrait; Veatch; Cedar Falls; Lottie Wengert
UNLV Special Collections,pho018395,pho018395,,,,,Yes,,,Cy E. Johnson; Portrait; Men; Man
UNLV Special Collections,pho018479,pho018479,,,,,Yes,,,Portrait; Jogn Coggshall; San Francisco
UNLV Special Collections,snv002520,snv002520,,,,,Yes,,,family; W.J. Stewart
UNLV Special Collections,pho026753,Basic Magnesium future plant site (context: near Stewart Ranch imagery search) (1942-03-26),https://special.library.unlv.edu/ark:/62930/d1sf27,1905 Land Auction / Founding,,Yes,Yes,Yes,,
UNLV Special Collections,pho007059,"Stewart Ranch, Las Vegas, transparency (1900 to 1939)",https://special.library.unlv.edu/ark:/62930/d1cf9j65w,1905 Land Auction / Founding,,Yes,Yes,Yes,,
UNLV Special Collections,hln000072,"Photograph of riders near the Vegas Creek at the Stewart Ranch camp in Las Vegas, circa 1905-1906",https://special.library.unlv.edu/ark:/62930/d1h12z678,Squires / early businessmen,,Yes,Yes,Yes,,
UNLV Special Collections,hln000023,"Photograph of first artesian well in Las Vegas Valley on Taylor Ranch, with group of men, before 1910",https://special.library.unlv.edu/ark:/62930/d1tm7507m,Peter Buol / wells / water,,Yes,Yes,Yes,,
UNLV Special Collections,hln000024,"Photograph of first artesian well in Las Vegas Valley on Taylor Ranch, Clark County, before 1910",https://special.library.unlv.edu/ark:/62930/d1pv6f63g,Peter Buol / wells / water,,Yes,Yes,Yes,,
UNLV Special Collections,hln000039,"Well, women (open start to 1920)",https://special.library.unlv.edu/ark:/62930/d1rn33685,Peter Buol / wells / water,,,Yes,,,Well; Artesian; Group
UNLV Special Collections,pho007185,Well-dressed couple (1913 (year approximate)),https://special.library.unlv.edu/ark:/62930/d13b5w79c,1911 incorporation campaign / respectable town,,,Yes,,,
UNLV Special Collections,hln000093,Pics of wells (Hln000093a),,,,,Yes,,,
UNLV Special Collections,hln000305,hln000305,,,,,Yes,,,Artesian; Well; Williams; Bell
Alamy,2RWE8CB,digging a deep round hole with sewer line drain pipe outlet for a septic tank sewer 2RWE8CB,,,,,,,,
Alamy,G32XJN,detail of a sanitation ring and metal mold G32XJN,,,,,,,,Cesspools
Alamy,HG5M7X,a golden bucket hanging above a little fountain made of stone HG5M7X,,,,,,,,Cesspools
Alamy,3EAKYN6,this is the sewer channel of almost dead clusters of dead organic matter muddy water dim reflection of the sun 3EAKYN6,,,,,,,,Sewers
Alamy,2AJHHN9,typhus fever with particular reference to the serbian epidemic fig 1 filled cesspool 2AJHHN9,,,,,,,,
UNLV Special Collections,hln000068,"Photograph of an outhouse over an irrigation ditch in Corn Creek, Nevada, circa 1938",https://special.library.unlv.edu/ark:/62930/d10z73w40,Infrastructure / electricity / sanitation,,Yes,Yes,Yes,,
Utah Historical Society,2646098,Steel oil tank,https://collections.lib.utah.edu/ark:/87278/s647memz,,"general ref, no clear page",,Yes,,,
Town of Tonopah,TNV001,"Drilling competition, Tonopah Railroad Carnival, 1904",https://www.tonopahnevada.com/tonopah-historic-photos/,P.178,,Yes,Yes,Yes,,
Town of Tonopah,TNV003,"Railroad Days celebration, Tonopah, 1904",https://www.tonopahnevada.com/tonopah-historic-photos/,P.178,,Yes,Yes,Yes,,
UNLV Special Collections,pho023005,"Bullionville & Pioche Railroad Grade in Condor Canyon, Nevada, 1915-1917",http://n2t.net/ark:/62930/d1hq3s43n,,,Yes,Yes,Yes,,
UNLV Special Collections,pho004764,"Film transparency of a Las Vegas and Tonopah Railroad Company train car, Las Vegas, circa early 1900s",https://special.library.unlv.edu/ark:/62930/d15q4rk8r,1905 Land Auction / Founding,,Yes,Yes,Yes,,
UNLV Special Collections,pho006891,Building big tent / temp depot (1905),https://special.library.unlv.edu/ark:/62930/d12z12p7p,Squires / early businessmen,,,Yes,,,
UNLV Special Collections,pho019795,Train engine w/ construction (script cites Jan 1909 headline -- verify) (1911-10-10),https://special.library.unlv.edu/ark:/62930/d1w08wm56,Railroad expansion 1909 / shops,,Yes,Yes,Yes,,
UNLV Special Collections,snv001103,"Salt Lake Depot, train on tracks (1908 (year approximate))",https://special.library.unlv.edu/ark:/62930/d1125qq39,Railroad yards 1910 reopening,,Yes,Yes,Yes,,
UNLV Special Collections,pho017630,RR yards (1905 to 1915),https://special.library.unlv.edu/ark:/62930/d1cj87p8j,Railroad yards 1910 reopening,,Yes,Yes,Yes,,
UNLV Special Collections,snv001925,RR yards (1908),https://special.library.unlv.edu/ark:/62930/d1ff3md7q,Railroad yards 1910 reopening,,Yes,Yes,Yes,,
UNLV Special Collections,snv001921,RR yards (1900 to 1925),https://special.library.unlv.edu/ark:/62930/d1zc7s81k,Railroad yards 1910 reopening,,Yes,Yes,Yes,,
UNLV Special Collections,snv001104,RR yards (1900 to 1925),https://special.library.unlv.edu/ark:/62930/d1wd3qf92,Railroad yards 1910 reopening,,Yes,Yes,Yes,,
UNLV Special Collections,snv001857,RR yards (1900 to 1925),https://special.library.unlv.edu/ark:/62930/d1jh3dg9q,Railroad yards 1910 reopening,,Yes,Yes,Yes,,
UNLV Special Collections,pho004103,"Las Vegas Ranch, Las Vegas, Nevada, circa 1905 (dated 1904 to 1906). Union Pacific Railroad Company.",https://special.library.unlv.edu/ark:/62930/d1wm13s9d,,,Yes,Yes,Yes,,
USC Digital Library,CHS-33079,"Train crossing over the Santa Ana River in Riverside, circa 1904 (Creator: C.C. Pierce) [California Historical Society Collection, 1860-1960]",http://doi.org/10.25549/chs-m8202,,,Yes,Yes,Yes,,"Trains; Riverside, CA; Santa Ana River, CA; arch bridge; bridge; crossing"
Utah Historical Society,22587,Saltair Depot P.3,https://collections.lib.utah.edu/ark:/87278/s6hh6zvd,,,Yes,Yes,Yes,,
Utah Historical Society,23501,"Denver & Rio Grande Western Railroad Station, SLC P.53",https://collections.lib.utah.edu/ark:/87278/s6d79r8r,,,Yes,Yes,Yes,,
Utah Historical Society,23302,"Denver & Rio Grande Western Railroad Station, SLC P.54",https://collections.lib.utah.edu/ark:/87278/s68g90jd,,,Yes,Yes,Yes,,
,pho017627,,https://special.library.unlv.edu/ark%3A/62930/d1rv0d421,,,,,,,
,pho013824,,https://special.library.unlv.edu/ark%3A/62930/d1zg6g89c,,,,,,,
,pho017624,,,,,,,,,
,RR-00549,,,,,,,,,
,master-pnp-pan-6a13000-6a13900-6a13942u,pan 6a13942,,,,,,,,
,master-pnp-pan-6a07000-6a07600-6a07603u,master pnp pan 6a07000 6a07600 6a07603u,,,,,,,,
,0038 0037,0038 0037,,,,,,,,
,master-pnp-cph-3c30000-3c37000-3c37400-3c37462u,master pnp cph 3c30000 3c37000 3c37400 3c37462u,,,,,,,,
,master-pnp-cph-3c30000-3c37000-3c37400-3c37463u,master pnp cph 3c30000 3c37000 3c37400 3c37463u,,,,,,,,
,master-pnp-cph-3c30000-3c37000-3c37400-3c37464u,master pnp cph 3c30000 3c37000 3c37400 3c37464u,,,,,,,,
,map000242,map000242,,,,,Yes,,,
,sanfran-sewers,SFPL collection of DPW photographs,,,,,Yes,,,
,182-Reno Mill &amp; Lumber Company,,,,,,Yes,,,
,master-pnp-stereo-1s10000-1s14000-1s14000-1s14012u,master pnp stereo 1s10000 1s14000 1s14000 1s14012u,,,,,Yes,,,
,man000137-101,man000137 101,,,,,Yes,,,
,FirstMailPlane,1993 5P 2 002a,,,,,Yes,,,
,map000274-1,map000274 1,,,,,Yes,,,
,map000274-2,map000274 2,,,,,Yes,,,
,map000293,map000293,,,,,Yes,,,
,FearfulOfBanditRaid,FearfulOfBanditRaid,,,,,Yes,,,
,LasVegasWillImprove,LasVegasWillImprove,,,,,Yes,,,
,LasVegasImprovement,LasVegasImprovement,,,,,Yes,,,
,LasVegasRushExpected,LasVegasRushExpected,,,,,Yes,,,
,WonderfulNewCity,WonderfulNewCity,,,,,Yes,,,
,FactsAboutLasVegas,FactsAboutLasVegas,,,,,Yes,,,
,TheMagicCity,TheMagicCity,,,,,Yes,,,
,GossipFromTheFront,GossipFromTheFront,,,,,Yes,,,
,AttackUnwarranted,AttackUnwarranted,,,,,Yes,,,
,LasVegasScheme,LasVegasScheme,,,,,Yes,,,
Alamy,W9DGMX,simple shovel with a wooden handle is stuck in a dry ground in an unfinished pit W9DGMX,,,,,,,,
California Historical Society / USC Digital Library,CHS-258,"Los Angeles Times Building, First St. and Broadway, ca. 1905 (low-res only)",https://doi.org/10.25549/chs-m958,P.119,,Yes,Yes,Yes,,
Library of Congress,2013647219,"Telephone operator at work (switchboard), c. 1922",https://lccn.loc.gov/2013647219,P.119,,Yes,Yes,Yes,,
Library of Congress,2014696545,"Gov. Oddie at USS Nevada launching, July 11, 1914 (exposure a)",https://loc.gov/pictures/resource/ggbain.16569/,P.156,,Yes,Yes,Yes,,
Library of Congress,2014696546,"Gov. Oddie at USS Nevada launching, July 11, 1914 (exposure b)",https://lccn.loc.gov/2014696546,P.156,,Yes,Yes,Yes,,
Library of Congress,2007662543,"Alfalfa fields, Las Vegas, Nevada, 1910",https://lccn.loc.gov/2007662543,P.119,,Yes,Yes,Yes,,
Library of Congress,2003665483,"Reading room, 10-cent lodging house, Bowery, NYC, c. 1908",https://lccn.loc.gov/2003665483,P.119,,Yes,Yes,Yes,,
Library of Congress,00694311,"Sunset Limited, Southern Pacific Ry (Edison film, video), 1898",https://lccn.loc.gov/00694311,P.23,,,Yes,,,
Library of Congress,00694263,"Overland Express arriving at Helena, Mont (Edison film, video), 1897",https://lccn.loc.gov/00694263,P.23,,,Yes,,,
Library of Congress,2018677796,"Newsies. See California report. Location: Los Angeles, California / Lewis W. Hine, 1915",https://www.loc.gov/item/2018677796/,,,Yes,Yes,Yes,,
